CH	UCODE	JP	INIT	FINL	TONE	ORDR
㘆	U+3606	toi2	t	oi	2	1000
㘇	U+3607	wing4	w	ing	4	1000
㘈	U+3608	jik6	j	ik	6	1000
㘉	U+3609	zik1	z	ik	1	1000
㘉	U+3609	zit1	z	it	1	999
㘊	U+360A	kap1	k	ap	1	1000
㘋	U+360B	jin4	j	in	4	1000
㘌	U+360C	koek6	k	oek	6	1000
㘍	U+360D	zat1	z	at	1	1000
㘎	U+360E	haam3	h	aam	3	1000
㘎	U+360E	haam2	h	aam	2	999
㘏	U+360F	dou6	d	ou	6	1000
㘐	U+3610	paau3	p	aau	3	1000
㘑	U+3611	lai6	l	ai	6	1000
㘒	U+3612	zung2	z	ung	2	1000
㘓	U+3613	laan4	l	aan	4	1000
㘔	U+3614	coi3	c	oi	3	1000
㘕	U+3615	haam3	h	aam	3	1000
㘖	U+3616	ngaan4	ng	aan	4	1000
㘖	U+3616	aan4		aan	4	999
㘗	U+3617	keoi1	k	eoi	1	1000
㘘	U+3618	lyun2	l	yun	2	1000
㘙	U+3619	ngaam4	ng	aam	4	1000
㘙	U+3619	aam4		aam	4	999
㘚	U+361A	haam3	h	aam	3	1000
㘚	U+361A	haam2	h	aam	2	999
㘛	U+361B	ham1	h	am	1	1000
㘜	U+361C	cau4	c	au	4	1000
㘝	U+361D	naap6	n	aap	6	1000
㘝	U+361D	laap6	l	aap	6	999
㘞	U+361E	wo6	w	o	6	1000
㘟	U+361F	coeng1	c	oeng	1	1000
㘠	U+3620	bik1	b	ik	1	1000
㘡	U+3621	haap6	h	aap	6	1000
㘢	U+3622	wang2	w	ang	2	1000
㘣	U+3623	syun4	s	yun	4	1000
㘤	U+3624	waan1	w	aan	1	1000
㘥	U+3625	jau4	j	au	4	1000
㘥	U+3625	ngo4	ng	o	4	999
㘥	U+3625	o4		o	4	998
㘦	U+3626	kan4	k	an	4	1000
㘧	U+3627	zeoi6	z	eoi	6	1000
㘨	U+3628	nip6	n	ip	6	1000
㘨	U+3628	lip6	l	ip	6	999
㘩	U+3629	bei6	b	ei	6	1000
㘪	U+362A	hou3	h	ou	3	1000
㘫	U+362B	ging2	g	ing	2	1000
㘬	U+362C	aau3		aau	3	1000
㘬	U+362C	ngaau3	ng	aau	3	999
㘭	U+362D	aau3		aau	3	1000
㘭	U+362D	ngaau3	ng	aau	3	999
㘭	U+362D	aau1		aau	1	998
㘭	U+362D	ngaau1	ng	aau	1	997
㘮	U+362E	jik6	j	ik	6	1000
㘯	U+362F	coeng4	c	oeng	4	1000
㘰	U+3630	zam1	z	am	1	1000
㘱	U+3631	taan1	t	aan	1	1000
㘲	U+3632	guk1	g	uk	1	1000
㘳	U+3633	jau1	j	au	1	1000
㘴	U+3634	zo6	z	o	6	1000
㘵	U+3635	bou3	b	ou	3	1000
㘶	U+3636	git6	g	it	6	1000
㘷	U+3637	ngaai6	ng	aai	6	1000
㘷	U+3637	aai6		aai	6	999
㘸	U+3638	zong3	z	ong	3	1000
㘹	U+3639	ci4	c	i	4	1000
㘺	U+363A	fat6	f	at	6	1000
㘻	U+363B	jan1	j	an	1	1000
㘼	U+363C	haau2	h	aau	2	1000
㘽	U+363D	zoi1	z	oi	1	1000
㘾	U+363E	jyu5	j	yu	5	1000
㘿	U+363F	nit6	n	it	6	1000
㘿	U+363F	lit6	l	it	6	999
㙀	U+3640	lau6	l	au	6	1000
㙁	U+3641	mui4	m	ui	4	1000
㙂	U+3642	deoi6	d	eoi	6	1000
㙃	U+3643	bang1	b	ang	1	1000
㙄	U+3644	bai6	b	ai	6	1000
㙅	U+3645	bou2	b	ou	2	1000
㙆	U+3646	wang4	w	ang	4	1000
㙇	U+3647	cuk1	c	uk	1	1000
㙈	U+3648	haa3	h	aa	3	1000
㙉	U+3649	tin2	t	in	2	1000
㙊	U+364A	coeng4	c	oeng	4	1000
㙋	U+364B	gei1	g	ei	1	1000
㙌	U+364C	suk1	s	uk	1	1000
㙍	U+364D	zeoi3	z	eoi	3	1000
㙎	U+364E	wai1	w	ai	1	1000
㙏	U+364F	fuk1	f	uk	1	1000
㙐	U+3650	do2	d	o	2	1000
㙑	U+3651	jyu5	j	yu	5	1000
㙒	U+3652	je5	j	e	5	1000
㙓	U+3653	kwai4	kw	ai	4	1000
㙔	U+3654	wai5	w	ai	5	1000
㙕	U+3655	faai3	f	aai	3	1000
㙖	U+3656	jyu5	j	yu	5	1000
㙗	U+3657	wui1	w	ui	1	1000
㙘	U+3658	jiu1	j	iu	1	1000
㙙	U+3659	lung5	l	ung	5	1000
㙚	U+365A	sing1	s	ing	1	1000
㙛	U+365B	bou2	b	ou	2	1000
㙜	U+365C	kok3	k	ok	3	1000
㙝	U+365D	hip3	h	ip	3	1000
㙞	U+365E	ngat6	ng	at	6	1000
㙞	U+365E	at6		at	6	999
㙟	U+365F	long5	l	ong	5	1000
㙠	U+3660	ai1		ai	1	1000
㙠	U+3660	ngai1	ng	ai	1	999
㙡	U+3661	zung1	z	ung	1	1000
㙢	U+3662	mun4	m	un	4	1000
㙣	U+3663	zoeng3	z	oeng	3	1000
㙤	U+3664	laa3	l	aa	3	1000
㙥	U+3665	gwan3	gw	an	3	1000
㙦	U+3666	ce4	c	e	4	1000
㙧	U+3667	lau6	l	au	6	1000
㙨	U+3668	gei1	g	ei	1	1000
㙩	U+3669	liu4	l	iu	4	1000
㙪	U+366A	ai3		ai	3	1000
㙪	U+366A	ngai3	ng	ai	3	999
㙫	U+366B	cap1	c	ap	1	1000
㙬	U+366C	ngan4	ng	an	4	1000
㙬	U+366C	an4		an	4	999
㙭	U+366D	kyut3	k	yut	3	1000
㙮	U+366E	daap3	d	aap	3	1000
㙯	U+366F	ngai6	ng	ai	6	1000
㙯	U+366F	ai6		ai	6	999
㙰	U+3670	haai5	h	aai	5	1000
㙱	U+3671	gou2	g	ou	2	1000
㙲	U+3672	jung1	j	ung	1	1000
㙳	U+3673	ham2	h	am	2	1000
㙴	U+3674	cim3	c	im	3	1000
㙵	U+3675	toi4	t	oi	4	1000
㙶	U+3676	tong4	t	ong	4	1000
㙷	U+3677	zaap6	z	aap	6	1000
㙸	U+3678	pok3	p	ok	3	1000
㙹	U+3679	mung6	m	ung	6	1000
㙺	U+367A	kwai4	kw	ai	4	1000
㙻	U+367B	cin4	c	in	4	1000
㙼	U+367C	leoi5	l	eoi	5	1000
㙽	U+367D	sik1	s	ik	1	1000
㙾	U+367E	hok6	h	ok	6	1000
㙿	U+367F	hei1	h	ei	1	1000
㚀	U+3680	hei1	h	ei	1	1000
㚁	U+3681	kiu3	k	iu	3	1000
㚂	U+3682	nong6	n	ong	6	1000
㚂	U+3682	long6	l	ong	6	999
㚃	U+3683	wan1	w	an	1	1000
㚄	U+3684	zi3	z	i	3	1000
㚅	U+3685	lung4	l	ung	4	1000
㚆	U+3686	fuk6	f	uk	6	1000
㚇	U+3687	zung1	z	ung	1	1000
㚈	U+3688	ngoi6	ng	oi	6	1000
㚈	U+3688	oi6		oi	6	999
㚉	U+3689	gu2	g	u	2	1000
㚉	U+3689	gwu2	gw	u	2	999
㚊	U+368A	hoi1	h	oi	1	1000
㚋	U+368B	diu1	d	iu	1	1000
㚌	U+368C	fo2	f	o	2	1000
㚍	U+368D	fui2	f	ui	2	1000
㚎	U+368E	heoi3	h	eoi	3	1000
㚏	U+368F	gou2	g	ou	2	1000
㚐	U+3690	tou3	t	ou	3	1000
㚑	U+3691	ling4	l	ing	4	1000
㚒	U+3692	sim2	s	im	2	1000
㚓	U+3693	loi4	l	oi	4	1000
㚔	U+3694	nip6	n	ip	6	1000
㚔	U+3694	lip6	l	ip	6	999
㚕	U+3695	bat6	b	at	6	1000
㚖	U+3696	gou2	g	ou	2	1000
㚗	U+3697	ce4	c	e	4	1000
㚘	U+3698	bun6	b	un	6	1000
㚙	U+3699	gaa1	g	aa	1	1000
㚚	U+369A	kwang1	kw	ang	1	1000
㚛	U+369B	hai3	h	ai	3	1000
㚜	U+369C	wik6	w	ik	6	1000
㚝	U+369D	zeoi1	z	eoi	1	1000
㚞	U+369E	sam2	s	am	2	1000
㚟	U+369F	coek3	c	oek	3	1000
㚠	U+36A0	hiu1	h	iu	1	1000
㚡	U+36A1	gei2	g	ei	2	1000
㚢	U+36A2	nou4	n	ou	4	1000
㚢	U+36A2	lou4	l	ou	4	999
㚣	U+36A3	gaau2	g	aau	2	1000
㚤	U+36A4	jik6	j	ik	6	1000
㚥	U+36A5	jyu1	j	yu	1	1000
㚦	U+36A6	gei1	g	ei	1	1000
㚧	U+36A7	cim1	c	im	1	1000
㚨	U+36A8	san1	s	an	1	1000
㚩	U+36A9	jim5	j	im	5	1000
㚪	U+36AA	hou3	h	ou	3	1000
㚫	U+36AB	saap3	s	aap	3	1000
㚬	U+36AC	gwan1	gw	an	1	1000
㚭	U+36AD	jau4	j	au	4	1000
㚮	U+36AE	daam1	d	aam	1	1000
㚯	U+36AF	cam4	c	am	4	1000
㚰	U+36B0	pui1	p	ui	1	1000
㚱	U+36B1	jau1	j	au	1	1000
㚲	U+36B2	cim1	c	im	1	1000
㚳	U+36B3	aa3		aa	3	1000
㚳	U+36B3	ngaa3	ng	aa	3	999
㚴	U+36B4	pou3	p	ou	3	1000
㚵	U+36B5	dung1	d	ung	1	1000
㚶	U+36B6	ci5	c	i	5	1000
㚷	U+36B7	naai5	n	aai	5	1000
㚷	U+36B7	laai5	l	aai	5	999
㚸	U+36B8	si1	s	i	1	1000
㚹	U+36B9	maau4	m	aau	4	1000
㚺	U+36BA	jan6	j	an	6	1000
㚻	U+36BB	gai1	g	ai	1	1000
㚼	U+36BC	nau2	n	au	2	1000
㚼	U+36BC	lau2	l	au	2	999
㚽	U+36BD	haau2	h	aau	2	1000
㚾	U+36BE	hing1	h	ing	1	1000
㚿	U+36BF	baau1	b	aau	1	1000
㛀	U+36C0	co4	c	o	4	1000
㛁	U+36C1	paang1	p	aang	1	1000
㛂	U+36C2	no4	n	o	4	1000
㛂	U+36C2	lo4	l	o	4	999
㛃	U+36C3	git3	g	it	3	1000
㛄	U+36C4	ji1	j	i	1	1000
㛅	U+36C5	nei6	n	ei	6	1000
㛅	U+36C5	lei6	l	ei	6	999
㛆	U+36C6	do3	d	o	3	1000
㛇	U+36C7	zong1	z	ong	1	1000
㛈	U+36C8	haau2	h	aau	2	1000
㛉	U+36C9	jiu3	j	iu	3	1000
㛊	U+36CA	do3	d	o	3	1000
㛋	U+36CB	nei5	n	ei	5	1000
㛋	U+36CB	lei5	l	ei	5	999
㛌	U+36CC	mau4	m	au	4	1000
㛍	U+36CD	hip3	h	ip	3	1000
㛎	U+36CE	leoi5	l	eoi	5	1000
㛏	U+36CF	kau4	k	au	4	1000
㛐	U+36D0	sou2	s	ou	2	1000
㛑	U+36D1	caan3	c	aan	3	1000
㛒	U+36D2	dau6	d	au	6	1000
㛓	U+36D3	hei1	h	ei	1	1000
㛔	U+36D4	fung1	f	ung	1	1000
㛕	U+36D5	jap1	j	ap	1	1000
㛖	U+36D6	so1	s	o	1	1000
㛗	U+36D7	ce1	c	e	1	1000
㛘	U+36D8	put3	p	ut	3	1000
㛙	U+36D9	san1	s	an	1	1000
㛚	U+36DA	tung2	t	ung	2	1000
㛛	U+36DB	san1	s	an	1	1000
㛜	U+36DC	jau4	j	au	4	1000
㛝	U+36DD	bui3	b	ui	3	1000
㛞	U+36DE	lung6	l	ung	6	1000
㛟	U+36DF	wun6	w	un	6	1000
㛠	U+36E0	haan5	h	aan	5	1000
㛡	U+36E1	wan6	w	an	6	1000
㛢	U+36E2	sau3	s	au	3	1000
㛣	U+36E3	wan4	w	an	4	1000
㛤	U+36E4	lei4	l	ei	4	1000
㛥	U+36E5	taap3	t	aap	3	1000
㛦	U+36E6	lam5	l	am	5	1000
㛧	U+36E7	man5	m	an	5	1000
㛨	U+36E8	koeng2	k	oeng	2	1000
㛩	U+36E9	zuk6	z	uk	6	1000
㛪	U+36EA	jim3	j	im	3	1000
㛫	U+36EB	sik1	s	ik	1	1000
㛬	U+36EC	luk6	l	uk	6	1000
㛭	U+36ED	sik1	s	ik	1	1000
㛮	U+36EE	sou2	s	ou	2	1000
㛯	U+36EF	faan3	f	aan	3	1000
㛰	U+36F0	fan1	f	an	1	1000
㛱	U+36F1	wui2	w	ui	2	1000
㛲	U+36F2	faat3	f	aat	3	1000
㛳	U+36F3	jai6	j	ai	6	1000
㛴	U+36F4	nou5	n	ou	5	1000
㛴	U+36F4	lou5	l	ou	5	999
㛵	U+36F5	cing1	c	ing	1	1000
㛶	U+36F6	taan3	t	aan	3	1000
㛷	U+36F7	gai1	g	ai	1	1000
㛸	U+36F8	syu6	s	yu	6	1000
㛹	U+36F9	pin4	p	in	4	1000
㛺	U+36FA	jam1	j	am	1	1000
㛻	U+36FB	waai1	w	aai	1	1000
㛼	U+36FC	caap3	c	aap	3	1000
㛽	U+36FD	saan1	s	aan	1	1000
㛾	U+36FE	haam4	h	aam	4	1000
㛿	U+36FF	daai3	d	aai	3	1000
㜀	U+3700	soeng1	s	oeng	1	1000
㜁	U+3701	caa4	c	aa	4	1000
㜂	U+3702	fung1	f	ung	1	1000
㜃	U+3703	lyun2	l	yun	2	1000
㜄	U+3704	cam4	c	am	4	1000
㜅	U+3705	huk1	h	uk	1	1000
㜆	U+3706	mai6	m	ai	6	1000
㜇	U+3707	wai3	w	ai	3	1000
㜈	U+3708	muk6	m	uk	6	1000
㜉	U+3709	jung1	j	ung	1	1000
㜊	U+370A	zin2	z	in	2	1000
㜋	U+370B	jik1	j	ik	1	1000
㜌	U+370C	nau5	n	au	5	1000
㜌	U+370C	lau5	l	au	5	999
㜍	U+370D	tong4	t	ong	4	1000
㜎	U+370E	hai4	h	ai	4	1000
㜏	U+370F	wan4	w	an	4	1000
㜐	U+3710	syu6	s	yu	6	1000
㜑	U+3711	po4	p	o	4	1000
㜒	U+3712	ngai6	ng	ai	6	1000
㜒	U+3712	ai6		ai	6	999
㜓	U+3713	daap3	d	aap	3	1000
㜔	U+3714	ging2	g	ing	2	1000
㜕	U+3715	lin4	l	in	4	1000
㜖	U+3716	cou4	c	ou	4	1000
㜗	U+3717	caam1	c	aam	1	1000
㜘	U+3718	ze1	z	e	1	1000
㜙	U+3719	luk6	l	uk	6	1000
㜚	U+371A	suk1	s	uk	1	1000
㜛	U+371B	jyun5	j	yun	5	1000
㜜	U+371C	ngou6	ng	ou	6	1000
㜜	U+371C	ou6		ou	6	999
㜝	U+371D	ngam5	ng	am	5	1000
㜝	U+371D	am5		am	5	999
㜞	U+371E	cim3	c	im	3	1000
㜟	U+371F	haam3	h	aam	3	1000
㜠	U+3720	ceoi1	c	eoi	1	1000
㜡	U+3721	cung1	c	ung	1	1000
㜢	U+3722	leoi5	l	eoi	5	1000
㜣	U+3723	jin4	j	in	4	1000
㜤	U+3724	nim5	n	im	5	1000
㜤	U+3724	lim5	l	im	5	999
㜥	U+3725	maai4	m	aai	4	1000
㜦	U+3726	cam4	c	am	4	1000
㜧	U+3727	jyut3	j	yut	3	1000
㜨	U+3728	naai4	n	aai	4	1000
㜨	U+3728	laai4	l	aai	4	999
㜩	U+3729	ou3		ou	3	1000
㜩	U+3729	ngou3	ng	ou	3	999
㜪	U+372A	san1	s	an	1	1000
㜫	U+372B	mei5	m	ei	5	1000
㜬	U+372C	daam1	d	aam	1	1000
㜭	U+372D	dong1	d	ong	1	1000
㜮	U+372E	laam6	l	aam	6	1000
㜯	U+372F	hei1	h	ei	1	1000
㜰	U+3730	joek6	j	oek	6	1000
㜱	U+3731	zat1	z	at	1	1000
㜲	U+3732	jing4	j	ing	4	1000
㜳	U+3733	waai4	w	aai	4	1000
㜴	U+3734	mang6	m	ang	6	1000
㜵	U+3735	niu5	n	iu	5	1000
㜵	U+3735	liu5	l	iu	5	999
㜶	U+3736	min5	m	in	5	1000
㜷	U+3737	naai5	n	aai	5	1000
㜷	U+3737	laai5	l	aai	5	999
㜸	U+3738	jit6	j	it	6	1000
㜸	U+3738	jip6	j	ip	6	999
㜹	U+3739	keoi4	k	eoi	4	1000
𤾆	U+24F86	dau1	d	au	1	1000
𠝹	U+20779	gaai3	g	aai	3	1000
𥀬	U+2502C	jim2	j	im	2	1000
𥊙	U+25299	zong1	z	ong	1	1000
𥐙	U+25419	paat3	p	aat	3	1000
𣽊	U+23F4A	zeon3	z	eon	3	1000
𤪧	U+24AA7	fung6	f	ung	6	1000
𥑆	U+25446	gaa1	g	aa	1	1000
𥑮	U+2546E	gu2	g	u	2	1000
𥑮	U+2546E	gwu2	gw	u	2	999
𦭒	U+26B52	zing3	z	ing	3	1000
𥔿	U+2553F	ham2	h	am	2	1000
𧘲	U+27632	zi2	z	i	2	1000
𥕞	U+2555E	zoeng1	z	oeng	1	1000
𥕢	U+25562	cou4	c	ou	4	1000
𥕦	U+25566	gwan2	gw	an	2	1000
𥟇	U+257C7	kau4	k	au	4	1000
𤤿	U+2493F	baak3	b	aak	3	1000
𥡝	U+2585D	gim1	g	im	1	1000
𣏌	U+233CC	zi6	z	i	6	1000
𥤃	U+25903	jau5	j	au	5	1000
𨥈	U+28948	gei2	g	ei	2	1000
𥪮	U+25AAE	zoeng1	z	oeng	1	1000
𥮉	U+25B89	pou4	p	ou	4	1000
𥰆	U+25C06	dai3	d	ai	3	1000
𡶐	U+21D90	ke4	k	e	4	1000
𦄂	U+26102	daai3	d	aai	3	1000
𧰒	U+27C12	gwok3	gw	ok	3	1000
𧰒	U+27C12	gok3	g	ok	3	999
𦆲	U+261B2	liu6	l	iu	6	1000
𤾚	U+24F9A	jit6	j	it	6	1000
𦐂	U+26402	jik6	j	ik	6	1000
𦑊	U+2644A	zing1	z	ing	1	1000
𦯷	U+26BF7	miu6	m	iu	6	1000
𦒄	U+26484	wai6	w	ai	6	1000
𡤜	U+2191C	ji3	j	i	3	1000
𤧶	U+249F6	haa6	h	aa	6	1000
𦒈	U+26488	si1	s	i	1	1000
𣿯	U+23FEF	sam1	s	am	1	1000
𦔒	U+26512	zi1	z	i	1	1000
𦖿	U+265BF	dap1	d	ap	1	1000
𦚵	U+266B5	sai1	s	ai	1	1000
𢜛	U+2271B	jan1	j	an	1	1000
𥟡	U+257E1	zung1	z	ung	1	1000
晉	U+2F8CD	zeon3	z	eon	3	1000
𤔡	U+24521	wai4	w	ai	4	1000
𦛼	U+266FC	bing1	b	ing	1	1000
𤤴	U+24934	gok3	g	ok	3	1000
𦲽	U+26CBD	jan1	j	an	1	1000
𦞙	U+26799	deoi2	d	eoi	2	1000
𦡮	U+2686E	pou2	p	ou	2	1000
𦐑	U+26411	ci3	c	i	3	1000
𦡞	U+2685E	gam3	g	am	3	1000
𦣇	U+268C7	lo1	l	o	1	1000
𩃀	U+290C0	jin6	j	in	6	1000
𠨑	U+20A11	mong4	m	ong	4	1000
𦤦	U+26926	hot3	h	ot	3	1000
𦤹	U+26939	zi3	z	i	3	1000
𦧺	U+269FA	laai2	l	aai	2	1000
𦨭	U+26A2D	pei4	p	ei	4	1000
𦑩	U+26469	fai1	f	ai	1	1000
𠀡	U+20021	tin1	t	in	1	1000
𦨴	U+26A34	tung4	t	ung	4	1000
𦭛	U+26B5B	cin1	c	in	1	1000
𣔙	U+23519	him1	h	im	1	1000
𣔙	U+23519	hin1	h	in	1	999
𦮝	U+26B9D	mong4	m	ong	4	1000
𦲤	U+26CA4	ji1	j	i	1	1000
𦶮	U+26DAE	wan4	w	an	4	1000
𢖍	U+2258D	hang4	h	ang	4	1000
𧁋	U+2704B	man5	m	an	5	1000
𧇍	U+271CD	haa1	h	aa	1	1000
𧊀	U+27280	gaa1	g	aa	1	1000
𧊅	U+27285	gwaai2	gw	aai	2	1000
𢅺	U+2217A	zin2	z	in	2	1000
𧊋	U+2728B	san1	s	an	1	1000
𧋦	U+272E6	mei1	m	ei	1	1000
𤧐	U+249D0	cau1	c	au	1	1000
𧑐	U+27450	jyut6	j	yut	6	1000
𠻸	U+20EF8	zi6	z	i	6	1000
𢤦	U+22926	dung2	d	ung	2	1000
𨑳	U+28473	ting4	t	ing	4	1000
𡞱	U+217B1	leoi5	l	eoi	5	1000
𤨪	U+24A2A	caan3	c	aan	3	1000
𡠠	U+21820	tong4	t	ong	4	1000
𩲭	U+29CAD	jung4	j	ung	4	1000
𩢤	U+298A4	juk6	j	uk	6	1000
𧟌	U+277CC	lo6	l	o	6	1000
𧡘	U+27858	kai3	k	ai	3	1000
𡘊	U+2160A	fan5	f	an	5	1000
𣜯	U+2372F	hyun1	h	yun	1	1000
𨃨	U+280E8	nin5	n	in	5	1000
𨃨	U+280E8	lin5	l	in	5	999
𨃨	U+280E8	zin2	z	in	2	998
𡏅	U+213C5	long5	l	ong	5	1000
𧧝	U+279DD	ngaa6	ng	aa	6	1000
𧧝	U+279DD	aa6		aa	6	999
𩆨	U+291A8	fung1	f	ung	1	1000
𧂯	U+270AF	wan5	w	an	5	1000
𨦫	U+289AB	jyu5	j	yu	5	1000
𧧽	U+279FD	fung1	f	ung	1	1000
𧨊	U+27A0A	zaa6	z	aa	6	1000
𧬋	U+27B0B	faat3	f	aat	3	1000
𧵦	U+27D66	fong3	f	ong	3	1000
𤅺	U+2417A	jam1	j	am	1	1000
𨀉	U+28009	cyu5	c	yu	5	1000
𪋟	U+2A2DF	zoeng1	z	oeng	1	1000
𨌘	U+28318	zeon3	z	eon	3	1000
𦸇	U+26E07	seot6	s	eot	6	1000
𨅯	U+2816F	waa4	w	aa	4	1000
𨀣	U+28023	kei2	k	ei	2	1000
𦦵	U+269B5	cung4	c	ung	4	1000
𡏭	U+213ED	hiu1	h	iu	1	1000
𣈯	U+2322F	jyu4	j	yu	4	1000
𨁈	U+28048	gaang3	g	aang	3	1000
𨰰	U+28C30	bou2	b	ou	2	1000
𨂃	U+28083	pang4	p	ang	4	1000
𨥉	U+28949	saan3	s	aan	3	1000
𤦈	U+24988	fan1	f	an	1	1000
𤪥	U+24AA5	ning4	n	ing	4	1000
𤪥	U+24AA5	ling4	l	ing	4	999
𣾁	U+23F81	kei4	k	ei	4	1000
𨂐	U+28090	leoi1	l	eoi	1	1000
𨃴	U+280F4	gwat1	gw	at	1	1000
𨄮	U+2812E	seot1	s	eot	1	1000
𡾡	U+21FA1	zam1	z	am	1	1000
𨅏	U+2814F	laam3	l	aam	3	1000
𨆉	U+28189	tek3	t	ek	3	1000
𨆯	U+281AF	buk6	b	uk	6	1000
𨈚	U+2821A	pei4	p	ei	4	1000
𨌆	U+28306	wang4	w	ang	4	1000
𨌯	U+2832F	juk6	j	uk	6	1000
𨎊	U+2838A	gwan2	gw	an	2	1000
𨑨	U+28468	zat1	z	at	1	1000
𨚪	U+286AA	lap6	l	ap	6	1000
𨥖	U+28956	jam1	j	am	1	1000
𨦸	U+289B8	zan3	z	an	3	1000
𨧧	U+289E7	zoek3	z	oek	3	1000
𨧨	U+289E8	jeoi6	j	eoi	6	1000
𨭆	U+28B46	hak1	h	ak	1	1000
𨯔	U+28BD4	leoi4	l	eoi	4	1000
𨰉	U+28C09	zaap6	z	aap	6	1000
𨿅	U+28FC5	lok6	l	ok	6	1000
𩃬	U+290EC	jam1	j	am	1	1000
𩄐	U+29110	gong3	g	ong	3	1000
𩄼	U+2913C	fei2	f	ei	2	1000
𩅞	U+2915E	zung1	z	ung	1	1000
𤫊	U+24ACA	ling4	l	ing	4	1000
𩓧	U+294E7	ji4	j	i	4	1000
𩗩	U+295E9	lau4	l	au	4	1000
𩖰	U+295B0	cam4	c	am	4	1000
𩖸	U+295B8	hou4	h	ou	4	1000
𩜲	U+29732	fuk1	f	uk	1	1000
𩣑	U+298D1	on1		on	1	1000
𩣑	U+298D1	ngon1	ng	on	1	999
𩥉	U+29949	gei3	g	ei	3	1000
𩥪	U+2996A	fung1	f	ung	1	1000
𩧃	U+299C3	lai6	l	ai	6	1000
𩨨	U+29A28	zi6	z	i	6	1000
𩬎	U+29B0E	jam1	j	am	1	1000
𩬎	U+29B0E	jam4	j	am	4	999
𩵚	U+29D5A	tou2	t	ou	2	1000
𩶛	U+29D9B	gaa1	g	aa	1	1000
𩻸	U+29EF8	dai6	d	ai	6	1000
𩼣	U+29F23	gwo3	gw	o	3	1000
𩼣	U+29F23	go3	g	o	3	999
𪊓	U+2A293	leon4	l	eon	4	1000
𪋿	U+2A2FF	buk1	b	uk	1	1000
𪗋	U+2A5CB	zi1	z	i	1	1000
𠲜	U+20C9C	zaang1	z	aang	1	1000
𢒰	U+224B0	juk1	j	uk	1	1000
𤪓	U+24A93	syun4	s	yun	4	1000
𨬬	U+28B2C	fu3	f	u	3	1000
𧢝	U+2789D	lai6	l	ai	6	1000
𡟵	U+217F5	go1	g	o	1	1000
𨀤	U+28024	leoi1	l	eoi	1	1000
𨭬	U+28B6C	maan6	m	aan	6	1000
𨮙	U+28B99	hou4	h	ou	4	1000
𧨾	U+27A3E	tam1	t	am	1	1000
𧨾	U+27A3E	tam3	t	am	3	999
𦚯	U+266AF	jan6	j	an	6	1000
𧙕	U+27655	mei6	m	ei	6	1000
𣲷	U+23CB7	nap6	n	ap	6	1000
𣲷	U+23CB7	lap6	l	ap	6	999
𥘵	U+25635	taan2	t	aan	2	1000
𥥖	U+25956	gu2	g	u	2	1000
𥥖	U+25956	gwu2	gw	u	2	999
𥺁	U+25E81	zong1	z	ong	1	1000
𦉘	U+26258	caang1	c	aang	1	1000
𠹭	U+20E6D	ko1	k	o	1	1000
𣺈	U+23E88	ji2	j	i	2	1000
𤲞	U+24C9E	jyu4	j	yu	4	1000
𡟶	U+217F6	ngo4	ng	o	4	1000
𡟶	U+217F6	o4		o	4	999
𡡻	U+2187B	mei4	m	ei	4	1000
𥱊	U+25C4A	zik6	z	ik	6	1000
𥌑	U+25311	jeoi6	j	eoi	6	1000
𩶘	U+29D98	lap6	l	ap	6	1000
𥻘	U+25ED8	leon4	l	eon	4	1000
𣵀	U+23D40	nit6	n	it	6	1000
𣵀	U+23D40	lit6	l	it	6	999
𠿪	U+20FEA	gaa2	g	aa	2	1000
𠵉	U+20D49	hong4	h	ong	4	1000
𣚺	U+236BA	hong6	h	ong	6	1000
𣚺	U+236BA	hong2	h	ong	2	999
𠺝	U+20E9D	gaak3	g	aak	3	1000
𨋢	U+282E2	lip1	l	ip	1	1000
𠱁	U+20C41	tam3	t	am	3	1000
𠲖	U+20C96	ji1	j	i	1	1000
𥅈	U+25148	laap3	l	aap	3	1000
𠹶	U+20E76	ping1	p	ing	1	1000
𢱢	U+22C62	sok3	s	ok	3	1000
𢱢	U+22C62	sok1	s	ok	1	999
𢱢	U+22C62	saak3	s	aak	3	998
𠺢	U+20EA2	gaa1	g	aa	1	1000
𠺢	U+20EA2	gaa2	g	aa	2	999
𡁵	U+21075	gan2	g	an	2	1000
𢭃	U+22B43	dau6	d	au	6	1000
𢭃	U+22B43	dau3	d	au	3	999
𢺳	U+22EB3	maan1	m	aan	1	1000
𠶧	U+20DA7	dim6	d	im	6	1000
𦢊	U+2688A	pok1	p	ok	1	1000
𡃁	U+210C1	leng1	l	eng	1	1000
𤜆	U+24706	lung4	l	ung	4	1000
𦢓	U+26893	mak6	m	ak	6	1000
𦢓	U+26893	mak2	m	ak	2	999
𢛴	U+226F4	mang2	m	ang	2	1000
𧴯	U+27D2F	me1	m	e	1	1000
𤆣	U+241A3	saap6	s	aap	6	1000
𧵳	U+27D73	sit6	s	it	6	1000
𦻐	U+26ED0	zaau3	z	aau	3	1000
𧊶	U+272B6	doe3	d	oe	3	1000
𡇙	U+211D9	doe4	d	oe	4	1000
𣳼	U+23CFC	doe4	d	oe	4	1000
𪚩	U+2A6A9	gwi1	gw	i	1	1000
𠺬	U+20EAC	he2	h	e	2	1000
𠻹	U+20EF9	tim1	t	im	1	1000
𡲢	U+21CA2	ke1	k	e	1	1000
